listing_id,district,community,listing_type,property_type,bedrooms,bathrooms,size_sqm,price_aed,price_per_sqm_aed,furnished,amenities,latitude,longitude,listed_date,status,agency_type
LST-03501,Al Khalidiyah,Al Khalidiyah Residences,rent,apartment,3,2,154,117000,760,true,central_ac;concierge;covered_parking;kids_play_area;study,24.46406,54.35348,2026-02-18,let,developer_direct
LST-03502,Mohammed Bin Zayed City,Mohammed Bin Zayed City Views,rent,apartment,2,2,70,43000,614,true,beach_access;central_ac;ev_charger,24.3153,54.54387,2026-01-11,available,developer_direct
LST-03503,Al Reef,Al Reef Quarter,rent,townhouse,3,3,177,113000,638,true,balcony;beach_access;built_in_wardrobes;gym;pool,24.42812,54.69427,2026-01-23,available,brokerage
LST-03504,Corniche,Corniche Park,sale,townhouse,3,4,279,3209000,11502,false,beach_access;built_in_wardrobes;covered_parking;ev_charger;smart_home;study,24.48714,54.34704,2025-11-18,sold,brokerage
LST-03505,Mussafah,Mussafah Heights,sale,studio,0,1,39,218000,5590,true,balcony;central_ac;gym;security_24h;shared_garden,24.3507,54.49018,2025-09-19,under_offer,private_owner
LST-03506,Al Bateen,Al Bateen Residences,rent,villa,5,5,362,495000,1367,true,beach_access;built_in_wardrobes;ev_charger;shared_garden;study,24.43732,54.35322,2026-03-16,available,brokerage
LST-03507,Al Ghadeer,Al Ghadeer Towers,rent,apartment,2,1,65,28000,431,true,covered_parking;gym;security_24h,24.30212,54.77053,2025-08-01,under_offer,brokerage
LST-03508,Al Bahia,Al Bahia Square,sale,townhouse,3,3,180,1537000,8539,false,balcony;beach_access;concierge;smart_home,24.54568,54.64218,2025-10-29,available,brokerage
LST-03509,Yas Island,Yas Island Views,rent,studio,0,1,50,40000,800,true,beach_access;built_in_wardrobes;pool;smart_home,24.4974,54.6157,2026-02-11,available,private_owner
LST-03510,Al Ghadeer,Al Ghadeer Residences,rent,villa,3,3,622,450000,723,false,beach_access;concierge;kids_play_area;pool;shared_garden;smart_home,24.31482,54.77882,2025-09-26,let,brokerage
LST-03511,Corniche,Corniche Quarter,sale,apartment,2,2,198,3018000,15242,true,central_ac;ev_charger;security_24h,24.48761,54.35146,2026-03-31,under_offer,private_owner
LST-03512,Al Shamkha,Al Shamkha Commons,sale,townhouse,5,5,337,2608000,7739,false,beach_access;central_ac;maids_room;shared_garden,24.34765,54.7163,2025-11-13,available,brokerage
LST-03513,Al Shamkha,Al Shamkha Bay,sale,studio,0,1,45,463000,10289,false,concierge;ev_charger,24.32973,54.72346,2026-03-21,sold,private_owner
LST-03514,Saadiyat Island,Saadiyat Island Heights,rent,penthouse,4,5,215,339000,1577,false,balcony;central_ac;concierge;pool;security_24h,24.54625,54.44012,2026-01-02,available,private_owner
LST-03515,Al Reef,Al Reef Residences,rent,townhouse,2,3,340,193000,568,false,security_24h;shared_garden,24.4472,54.6829,2025-12-31,let,brokerage
LST-03516,Yas Island,Yas Island Commons,rent,townhouse,5,5,344,384000,1116,false,concierge;covered_parking;kids_play_area;security_24h;shared_garden;smart_home,24.4785,54.62168,2025-07-17,under_offer,brokerage
LST-03517,Khalifa City,Khalifa City Residences,sale,apartment,2,2,138,1379000,9993,true,balcony;central_ac;ev_charger;gym;kids_play_area,24.41575,54.59227,2026-02-25,available,private_owner
LST-03518,Zayed City,Zayed City Park,sale,apartment,1,1,163,1795000,11012,false,built_in_wardrobes;security_24h,24.34161,54.53911,2026-03-21,available,brokerage
LST-03519,Al Reef,Al Reef Heights,rent,apartment,4,5,100,80000,800,true,covered_parking;ev_charger;maids_room;security_24h;study,24.4123,54.67832,2026-01-11,let,brokerage
LST-03520,Yas Island,Yas Island Quarter,rent,studio,0,1,42,42000,1000,false,built_in_wardrobes;central_ac;covered_parking;ev_charger;maids_room;pool,24.47789,54.59134,2025-07-31,available,developer_direct
LST-03521,Al Ghadeer,Al Ghadeer Quarter,rent,apartment,3,4,67,32000,478,false,maids_room;security_24h,24.28441,54.79676,2026-02-28,available,brokerage
LST-03522,Khalifa City,Khalifa City Quarter,sale,townhouse,2,3,294,3197000,10874,true,balcony;beach_access;built_in_wardrobes;central_ac;concierge;shared_garden,24.42296,54.59843,2026-02-28,under_offer,brokerage
LST-03523,Mohammed Bin Zayed City,Mohammed Bin Zayed City Towers,sale,apartment,2,1,140,724000,5171,true,concierge;kids_play_area;smart_home;study,24.33149,54.54759,2026-02-07,available,brokerage
LST-03524,Mohammed Bin Zayed City,Mohammed Bin Zayed City Commons,rent,villa,4,5,452,381000,843,true,beach_access;maids_room;pool,24.33427,54.52437,2025-10-14,under_offer,developer_direct
LST-03525,Mohammed Bin Zayed City,Mohammed Bin Zayed City Quarter,rent,apartment,4,5,159,101000,635,true,balcony;concierge;kids_play_area;security_24h;shared_garden,24.31449,54.53035,2025-12-05,available,brokerage
LST-03526,Khalifa City,Khalifa City Park,rent,townhouse,5,4,203,143000,704,true,balcony;kids_play_area;maids_room;security_24h;shared_garden;study,24.43016,54.58557,2025-08-18,under_offer,brokerage
LST-03527,Al Maryah Island,Al Maryah Island Quarter,rent,apartment,3,3,149,246000,1651,true,central_ac;smart_home,24.48402,54.38077,2026-01-20,under_offer,brokerage
LST-03528,Al Maryah Island,Al Maryah Island Commons,rent,studio,0,1,31,51000,1645,false,built_in_wardrobes;central_ac;covered_parking;gym;pool,24.48912,54.37258,2025-08-08,let,brokerage
LST-03529,Yas Island,Yas Island Residences,sale,apartment,4,4,119,1405000,11807,true,central_ac;covered_parking;kids_play_area,24.48366,54.60749,2025-11-05,available,brokerage
LST-03530,Mussafah,Mussafah Gardens,rent,penthouse,4,5,409,223000,545,false,balcony;security_24h,24.35243,54.48643,2025-11-08,available,developer_direct
LST-03531,Masdar City,Masdar City Park,rent,villa,6,5,365,394000,1079,false,balcony;built_in_wardrobes;central_ac;covered_parking;maids_room;smart_home,24.42041,54.60838,2026-02-21,available,brokerage
LST-03532,Al Ghadeer,Al Ghadeer Gardens,rent,studio,0,1,50,39000,780,true,concierge;maids_room,24.29799,54.79711,2026-03-16,let,brokerage
LST-03533,Al Ghadeer,Al Ghadeer Bay,rent,studio,0,1,40,24000,600,true,concierge;covered_parking;gym;pool;smart_home,24.31259,54.80078,2025-07-17,under_offer,private_owner
LST-03534,Saadiyat Island,Saadiyat Island Towers,sale,studio,0,1,49,930000,18980,true,beach_access;kids_play_area;pool;smart_home,24.53742,54.43103,2025-11-28,available,developer_direct
LST-03535,Al Maryah Island,Al Maryah Island Square,rent,penthouse,3,3,259,621000,2398,false,built_in_wardrobes;central_ac;kids_play_area;pool;study,24.50905,54.38581,2025-07-06,available,brokerage
LST-03536,Masdar City,Masdar City Bay,sale,studio,0,1,39,526000,13487,true,balcony;ev_charger;gym;kids_play_area;maids_room;study,24.4458,54.63085,2026-05-23,sold,developer_direct
LST-03537,Al Zahiyah,Al Zahiyah Park,sale,apartment,2,2,76,866000,11395,true,balcony;gym;kids_play_area;pool,24.50109,54.39371,2025-07-07,available,private_owner
LST-03538,Al Khalidiyah,Al Khalidiyah Park,rent,apartment,3,3,65,94000,1446,true,balcony;ev_charger;gym;security_24h,24.48371,54.35075,2026-03-19,available,brokerage
LST-03539,Al Reef,Al Reef Towers,sale,apartment,3,2,232,1385000,5970,true,ev_charger;kids_play_area,24.4264,54.70209,2026-05-30,available,brokerage
LST-03540,Khalifa City,Khalifa City Views,sale,apartment,2,3,103,906000,8796,false,balcony;beach_access;built_in_wardrobes;covered_parking;kids_play_area;pool,24.41692,54.5903,2026-02-03,available,private_owner
LST-03541,Yas Island,Yas Island Commons,sale,apartment,2,2,124,1679000,13540,false,central_ac;ev_charger;study,24.50614,54.61632,2025-09-21,available,brokerage
LST-03542,Al Shamkha,Al Shamkha Bay,sale,villa,4,3,367,3833000,10444,true,central_ac;concierge;gym;pool;security_24h;smart_home,24.34196,54.73252,2025-09-18,available,brokerage
LST-03543,Zayed City,Zayed City Towers,rent,villa,5,5,675,479000,710,true,covered_parking;kids_play_area;shared_garden,24.32135,54.54071,2025-07-13,let,private_owner
LST-03544,Zayed City,Zayed City Views,rent,studio,0,1,44,24000,545,true,balcony;beach_access;ev_charger;kids_play_area;shared_garden,24.31637,54.55238,2025-12-27,available,developer_direct
LST-03545,Al Bateen,Al Bateen Square,sale,apartment,1,1,194,3436000,17711,false,balcony;covered_parking;pool;shared_garden;study,24.44312,54.31835,2025-09-07,available,brokerage
LST-03546,Mussafah,Mussafah Commons,sale,villa,6,7,608,3827000,6294,true,gym;maids_room;security_24h,24.35973,54.48799,2026-03-16,under_offer,brokerage
LST-03547,Al Khalidiyah,Al Khalidiyah Views,sale,villa,3,3,464,9025000,19450,true,concierge;pool,24.45314,54.33526,2025-11-25,available,private_owner
LST-03548,Masdar City,Masdar City Towers,sale,villa,6,6,482,6302000,13075,false,built_in_wardrobes;kids_play_area;maids_room;pool,24.43584,54.61858,2025-11-18,available,brokerage
LST-03549,Al Shamkha,Al Shamkha Quarter,rent,townhouse,2,1,303,189000,624,false,concierge;pool;security_24h,24.34339,54.70174,2026-04-05,let,private_owner
LST-03550,Masdar City,Masdar City Bay,rent,apartment,4,3,144,142000,986,false,balcony;beach_access;gym;maids_room;study,24.43986,54.6122,2026-03-01,available,brokerage
LST-03551,Al Reef,Al Reef Heights,rent,apartment,3,3,229,117000,511,false,balcony;concierge;covered_parking;kids_play_area,24.4334,54.7164,2026-05-02,available,developer_direct
LST-03552,Zayed City,Zayed City Quarter,rent,apartment,2,3,70,37000,529,false,concierge;gym;smart_home;study,24.31851,54.54521,2025-07-31,available,brokerage
LST-03553,Zayed City,Zayed City Heights,rent,studio,0,1,41,31000,756,false,concierge;gym,24.32538,54.56533,2026-01-24,under_offer,developer_direct
LST-03554,Al Bahia,Al Bahia Quarter,sale,townhouse,2,3,334,2377000,7117,false,concierge;pool;security_24h,24.56689,54.67623,2025-12-10,under_offer,brokerage
LST-03555,Masdar City,Masdar City Residences,rent,apartment,4,4,165,192000,1164,false,central_ac;shared_garden,24.42211,54.61182,2026-04-21,let,brokerage
LST-03556,Yas Island,Yas Island Views,rent,apartment,1,1,61,55000,902,true,balcony;gym;security_24h;smart_home;study,24.47242,54.5881,2026-01-31,available,brokerage
LST-03557,Al Reef,Al Reef Residences,rent,villa,3,2,319,221000,693,true,balcony;beach_access;covered_parking;gym;kids_play_area,24.41959,54.69544,2025-08-01,available,private_owner
LST-03558,Al Reem Island,Al Reem Island Commons,rent,penthouse,4,3,371,386000,1040,false,covered_parking;ev_charger;maids_room;smart_home,24.48881,54.39169,2026-05-13,available,brokerage
LST-03559,Danet Abu Dhabi,Danet Abu Dhabi Commons,rent,studio,0,1,39,33000,846,false,built_in_wardrobes;maids_room,24.43433,54.40502,2026-05-31,available,developer_direct
LST-03560,Mussafah,Mussafah Bay,rent,studio,0,1,28,18000,643,false,balcony;beach_access;central_ac;concierge;covered_parking;gym,24.33436,54.51389,2025-10-01,under_offer,brokerage
LST-03561,Al Maryah Island,Al Maryah Island Park,sale,townhouse,5,4,228,7105000,31162,false,beach_access;built_in_wardrobes;central_ac,24.50705,54.38815,2025-10-21,sold,brokerage
LST-03562,Al Shamkha,Al Shamkha Quarter,sale,studio,0,1,31,233000,7516,true,balcony;kids_play_area;maids_room;shared_garden;smart_home,24.34857,54.72953,2026-01-02,sold,brokerage
LST-03563,Masdar City,Masdar City Residences,sale,apartment,4,4,117,1626000,13897,false,beach_access;central_ac;covered_parking;gym;shared_garden;study,24.42491,54.6216,2025-08-25,sold,brokerage
LST-03564,Al Raha Beach,Al Raha Beach Quarter,rent,villa,5,4,450,322000,716,true,built_in_wardrobes;ev_charger;gym;kids_play_area;security_24h;shared_garden,24.45226,54.59521,2025-11-29,let,private_owner
LST-03565,Khalifa City,Khalifa City Commons,rent,apartment,4,4,227,168000,740,true,balcony;security_24h;shared_garden;study,24.41673,54.59226,2025-08-18,available,brokerage
LST-03566,Al Reef,Al Reef Towers,rent,studio,0,1,45,35000,778,false,built_in_wardrobes;concierge;shared_garden;study,24.43295,54.71673,2026-05-09,let,brokerage
LST-03567,Al Raha Beach,Al Raha Beach Park,rent,apartment,2,2,72,79000,1097,true,built_in_wardrobes;concierge;ev_charger;shared_garden;smart_home;study,24.47724,54.60031,2025-10-15,available,brokerage
LST-03568,Al Reef,Al Reef Gardens,sale,studio,0,1,32,222000,6938,true,built_in_wardrobes;security_24h,24.43426,54.68265,2026-04-15,available,developer_direct
LST-03569,Al Reem Island,Al Reem Island Quarter,rent,villa,7,7,709,619000,873,false,built_in_wardrobes;central_ac;maids_room;shared_garden;smart_home,24.47543,54.42667,2025-08-11,available,brokerage
LST-03570,Al Bahia,Al Bahia Quarter,rent,villa,7,7,296,198000,669,false,beach_access;central_ac;pool,24.55676,54.65527,2025-12-13,available,brokerage
LST-03571,Mussafah,Mussafah Commons,rent,townhouse,4,4,355,215000,606,true,covered_parking;pool;shared_garden;smart_home;study,24.33955,54.49951,2025-10-08,available,brokerage
LST-03572,Al Shamkha,Al Shamkha Gardens,rent,studio,0,1,47,35000,745,true,kids_play_area;maids_room;pool;shared_garden,24.35077,54.72001,2026-05-21,available,developer_direct
LST-03573,Al Bateen,Al Bateen Quarter,rent,villa,3,3,705,853000,1210,true,ev_charger;kids_play_area;maids_room;shared_garden,24.4575,54.31384,2025-06-21,under_offer,brokerage
LST-03574,Zayed City,Zayed City Square,sale,apartment,4,4,99,991000,10010,false,balcony;built_in_wardrobes;kids_play_area;study,24.34183,54.54746,2025-07-20,sold,brokerage
LST-03575,Al Zahiyah,Al Zahiyah Towers,sale,studio,0,1,42,448000,10667,false,balcony;beach_access;covered_parking,24.4848,54.38132,2026-03-09,sold,brokerage
LST-03576,Al Zahiyah,Al Zahiyah Quarter,sale,apartment,1,2,96,1135000,11823,false,central_ac;ev_charger;gym;security_24h,24.47544,54.38249,2025-08-05,available,developer_direct
LST-03577,Al Raha Beach,Al Raha Beach Views,rent,townhouse,4,3,327,400000,1223,false,central_ac;covered_parking;study,24.45219,54.58893,2025-05-31,let,brokerage
LST-03578,Mohammed Bin Zayed City,Mohammed Bin Zayed City Gardens,sale,penthouse,5,6,480,5517000,11494,true,built_in_wardrobes;concierge;covered_parking;ev_charger;study,24.32504,54.54381,2026-03-06,under_offer,brokerage
LST-03579,Al Bateen,Al Bateen Gardens,sale,apartment,2,2,121,1652000,13653,false,balcony;covered_parking;ev_charger;gym;maids_room,24.46332,54.34289,2026-02-24,under_offer,private_owner
LST-03580,Al Zahiyah,Al Zahiyah Square,rent,apartment,1,1,195,141000,723,true,balcony;built_in_wardrobes;covered_parking;gym;smart_home;study,24.49606,54.35917,2025-07-24,available,private_owner
LST-03581,Al Bahia,Al Bahia Quarter,sale,apartment,3,3,102,780000,7647,true,central_ac;covered_parking,24.55792,54.67962,2025-06-04,under_offer,private_owner
LST-03582,Zayed City,Zayed City Views,sale,studio,0,1,32,326000,10188,false,concierge;covered_parking;pool;smart_home,24.33208,54.52828,2026-01-21,available,brokerage
LST-03583,Khalifa City,Khalifa City Park,rent,studio,0,1,34,22000,647,true,balcony;beach_access;built_in_wardrobes,24.40414,54.58995,2025-06-05,available,brokerage
LST-03584,Danet Abu Dhabi,Danet Abu Dhabi Towers,sale,studio,0,1,37,426000,11514,true,central_ac;concierge;kids_play_area;pool,24.44319,54.40977,2025-11-20,available,private_owner
LST-03585,Mussafah,Mussafah Residences,sale,penthouse,5,5,517,3675000,7108,true,built_in_wardrobes;central_ac;smart_home,24.36091,54.49614,2025-10-03,available,brokerage
LST-03586,Al Zahiyah,Al Zahiyah Bay,sale,apartment,2,2,66,611000,9258,false,gym;smart_home;study,24.47914,54.36425,2025-07-08,under_offer,developer_direct
LST-03587,Al Shamkha,Al Shamkha Commons,rent,apartment,4,3,142,69000,486,false,balcony;gym;maids_room;pool;security_24h,24.34178,54.73924,2026-01-20,let,brokerage
LST-03588,Zayed City,Zayed City Bay,rent,studio,0,1,30,23000,767,true,balcony;concierge;ev_charger;pool;smart_home,24.32454,54.56224,2025-07-07,available,brokerage
LST-03589,Al Maqta,Al Maqta Square,rent,apartment,1,1,215,188000,874,true,ev_charger;maids_room;study,24.40358,54.51228,2026-02-21,available,brokerage
LST-03590,Al Zahiyah,Al Zahiyah Gardens,sale,villa,5,5,551,5293000,9606,false,built_in_wardrobes;covered_parking;maids_room,24.47397,54.35172,2025-09-16,available,developer_direct
LST-03591,Al Bahia,Al Bahia Towers,sale,apartment,1,1,229,1558000,6803,false,balcony;built_in_wardrobes;central_ac;kids_play_area;study,24.56574,54.65764,2025-06-12,sold,developer_direct
LST-03592,Corniche,Corniche Views,sale,villa,7,7,610,10641000,17444,true,kids_play_area;security_24h;shared_garden;smart_home,24.48957,54.34782,2026-05-08,available,brokerage
LST-03593,Yas Island,Yas Island Park,rent,apartment,1,1,103,108000,1049,false,balcony;pool,24.48375,54.58325,2025-08-14,available,private_owner
LST-03594,Corniche,Corniche Views,sale,studio,0,1,35,555000,15857,false,central_ac;concierge;ev_charger;maids_room;shared_garden;smart_home,24.45747,54.33526,2026-03-24,available,developer_direct
LST-03595,Al Shamkha,Al Shamkha Towers,rent,villa,4,4,502,316000,629,true,ev_charger;smart_home,24.35521,54.712,2026-01-29,let,developer_direct
LST-03596,Saadiyat Island,Saadiyat Island Bay,rent,studio,0,1,47,52000,1106,true,gym;maids_room;security_24h,24.55328,54.44378,2025-10-02,let,brokerage
LST-03597,Al Khalidiyah,Al Khalidiyah Commons,sale,apartment,2,2,223,3077000,13798,true,balcony;built_in_wardrobes;concierge;maids_room;smart_home,24.48125,54.35512,2025-12-09,available,brokerage
LST-03598,Mohammed Bin Zayed City,Mohammed Bin Zayed City Towers,sale,penthouse,5,4,263,3177000,12080,true,covered_parking;ev_charger;kids_play_area;maids_room;pool;smart_home,24.32785,54.55764,2025-08-31,under_offer,brokerage
LST-03599,Al Bahia,Al Bahia Residences,rent,apartment,4,3,183,121000,661,true,beach_access;central_ac;covered_parking;kids_play_area;pool,24.5549,54.65604,2026-01-31,available,developer_direct
LST-03600,Saadiyat Island,Saadiyat Island Quarter,sale,apartment,1,1,184,3691000,20060,true,built_in_wardrobes;ev_charger;smart_home,24.53647,54.44321,2025-12-21,sold,developer_direct
LST-03601,Al Bahia,Al Bahia Park,rent,apartment,4,3,60,51000,850,false,beach_access;shared_garden,24.5618,54.64104,2026-05-12,available,developer_direct
LST-03602,Al Shamkha,Al Shamkha Quarter,rent,studio,0,1,47,36000,766,false,balcony;central_ac;concierge;maids_room;security_24h;study,24.33141,54.7022,2026-04-15,let,private_owner
LST-03603,Danet Abu Dhabi,Danet Abu Dhabi Commons,rent,penthouse,5,5,371,353000,951,false,beach_access;covered_parking;kids_play_area;maids_room;pool;smart_home,24.42628,54.39999,2025-09-03,available,private_owner
LST-03604,Al Khalidiyah,Al Khalidiyah Residences,sale,villa,6,6,349,4579000,13120,true,central_ac;ev_charger;gym;kids_play_area;security_24h;smart_home,24.44981,54.36416,2025-08-01,available,brokerage
LST-03605,Al Khalidiyah,Al Khalidiyah Quarter,sale,apartment,1,1,161,2611000,16217,true,beach_access;central_ac;covered_parking;ev_charger;smart_home,24.46791,54.34059,2025-09-22,sold,private_owner
LST-03606,Al Bahia,Al Bahia Square,sale,apartment,4,5,184,1207000,6560,true,covered_parking;ev_charger;maids_room;pool;shared_garden;smart_home,24.54142,54.65321,2026-01-10,under_offer,brokerage
LST-03607,Zayed City,Zayed City Views,sale,townhouse,4,3,268,2760000,10299,false,ev_charger;security_24h,24.32463,54.55915,2025-06-09,sold,developer_direct
LST-03608,Corniche,Corniche Heights,sale,villa,7,7,476,8226000,17282,true,beach_access;covered_parking;ev_charger;maids_room;study,24.47974,54.34392,2025-07-18,sold,developer_direct
LST-03609,Zayed City,Zayed City Quarter,rent,townhouse,5,5,306,292000,954,true,built_in_wardrobes;central_ac;gym;security_24h;shared_garden;smart_home,24.32111,54.56543,2025-10-31,under_offer,private_owner
LST-03610,Al Bateen,Al Bateen Residences,sale,apartment,4,3,222,3915000,17635,true,shared_garden;study,24.44952,54.32017,2026-03-31,available,developer_direct
LST-03611,Al Bahia,Al Bahia Bay,rent,studio,0,1,48,34000,708,true,kids_play_area;smart_home,24.54654,54.64597,2026-05-18,available,developer_direct
LST-03612,Mussafah,Mussafah Residences,sale,villa,5,5,691,5207000,7535,true,built_in_wardrobes;covered_parking,24.33398,54.51659,2026-02-09,under_offer,brokerage
LST-03613,Al Raha Beach,Al Raha Beach Square,rent,apartment,4,4,181,174000,961,false,covered_parking;ev_charger;gym;kids_play_area,24.47564,54.6149,2025-09-26,available,private_owner
LST-03614,Al Zahiyah,Al Zahiyah Square,rent,villa,6,6,426,403000,946,false,beach_access;built_in_wardrobes;central_ac;covered_parking;kids_play_area;study,24.50245,54.3622,2025-10-03,under_offer,brokerage
LST-03615,Al Reem Island,Al Reem Island Bay,sale,apartment,3,3,94,1263000,13436,true,balcony;beach_access;built_in_wardrobes;kids_play_area,24.50385,54.41182,2025-09-03,under_offer,private_owner
LST-03616,Al Bahia,Al Bahia Commons,rent,villa,7,7,635,569000,896,false,built_in_wardrobes;smart_home,24.55364,54.67182,2026-03-14,let,developer_direct
LST-03617,Al Shamkha,Al Shamkha Quarter,sale,villa,5,6,474,3842000,8105,false,built_in_wardrobes;central_ac;ev_charger;study,24.34708,54.72187,2026-05-07,under_offer,brokerage
LST-03618,Al Bahia,Al Bahia Bay,sale,apartment,1,1,130,1266000,9738,true,beach_access;central_ac;concierge;ev_charger;smart_home;study,24.54572,54.66271,2026-01-06,available,brokerage
LST-03619,Al Bahia,Al Bahia Park,rent,townhouse,2,3,224,113000,504,true,balcony;built_in_wardrobes;security_24h;smart_home;study,24.56061,54.6725,2025-06-09,available,developer_direct
LST-03620,Al Raha Beach,Al Raha Beach Gardens,sale,apartment,4,3,170,1960000,11529,false,gym;smart_home,24.45228,54.60791,2026-03-09,available,brokerage
LST-03621,Mussafah,Mussafah Views,sale,apartment,1,1,134,664000,4955,true,covered_parking;maids_room,24.35313,54.50217,2026-03-13,sold,brokerage
LST-03622,Masdar City,Masdar City Heights,sale,studio,0,1,46,488000,10609,true,beach_access;covered_parking;security_24h;smart_home,24.43459,54.63455,2025-05-31,sold,developer_direct
LST-03623,Mohammed Bin Zayed City,Mohammed Bin Zayed City Gardens,sale,villa,4,5,515,4069000,7901,false,balcony;security_24h;shared_garden;study,24.32613,54.54856,2025-12-23,under_offer,developer_direct
LST-03624,Al Maqta,Al Maqta Heights,rent,townhouse,3,4,184,108000,587,true,built_in_wardrobes;maids_room;smart_home,24.3984,54.52358,2025-09-25,available,developer_direct
LST-03625,Al Ghadeer,Al Ghadeer Residences,rent,villa,5,5,476,378000,794,true,balcony;central_ac;smart_home,24.28395,54.79843,2026-05-22,let,private_owner
LST-03626,Al Raha Beach,Al Raha Beach Towers,sale,townhouse,5,6,282,5196000,18426,false,balcony;beach_access;ev_charger;kids_play_area;shared_garden,24.47186,54.60943,2025-08-30,available,developer_direct
LST-03627,Al Bahia,Al Bahia Towers,rent,villa,7,8,320,187000,584,false,beach_access;ev_charger;security_24h;shared_garden,24.56114,54.66872,2026-01-06,available,brokerage
LST-03628,Al Ghadeer,Al Ghadeer Heights,rent,apartment,1,2,162,126000,778,true,built_in_wardrobes;concierge;ev_charger;kids_play_area;security_24h;smart_home,24.30074,54.79496,2026-03-12,available,developer_direct
LST-03629,Corniche,Corniche Residences,rent,townhouse,3,3,358,356000,994,false,balcony;beach_access;central_ac;gym;kids_play_area,24.48277,54.32849,2026-05-14,let,brokerage
LST-03630,Danet Abu Dhabi,Danet Abu Dhabi Park,sale,villa,6,6,456,8588000,18833,true,central_ac;covered_parking;kids_play_area;security_24h;shared_garden,24.4187,54.39839,2026-03-04,available,developer_direct
LST-03631,Al Reem Island,Al Reem Island Bay,rent,apartment,1,1,220,273000,1241,false,maids_room;pool,24.49424,54.38761,2025-10-13,available,developer_direct
LST-03632,Al Maqta,Al Maqta Bay,rent,penthouse,5,5,439,468000,1066,true,central_ac;maids_room;pool;smart_home,24.39159,54.51173,2025-09-08,available,private_owner
LST-03633,Al Bahia,Al Bahia Heights,rent,studio,0,1,30,20000,667,true,pool;security_24h,24.54926,54.67353,2025-12-23,let,private_owner
LST-03634,Corniche,Corniche Heights,rent,apartment,4,5,234,211000,902,true,concierge;smart_home,24.47375,54.35252,2025-12-21,available,brokerage
LST-03635,Al Zahiyah,Al Zahiyah Gardens,sale,apartment,4,3,105,1193000,11362,true,balcony;beach_access;kids_play_area;security_24h;shared_garden,24.48929,54.3719,2026-05-19,under_offer,brokerage
LST-03636,Al Maqta,Al Maqta Park,rent,studio,0,1,31,21000,677,false,ev_charger;maids_room;study,24.41376,54.53012,2025-11-03,available,developer_direct
LST-03637,Yas Island,Yas Island Towers,rent,studio,0,1,35,49000,1400,false,built_in_wardrobes;gym,24.47753,54.6057,2025-12-05,let,developer_direct
LST-03638,Al Reef,Al Reef Commons,rent,villa,5,5,423,379000,896,false,built_in_wardrobes;covered_parking;gym;maids_room;security_24h;smart_home,24.42218,54.69439,2025-07-23,under_offer,developer_direct
LST-03639,Al Zahiyah,Al Zahiyah Square,rent,apartment,1,1,200,187000,935,true,concierge;covered_parking,24.49006,54.36275,2026-01-18,let,private_owner
LST-03640,Yas Island,Yas Island Views,rent,studio,0,1,46,47000,1022,false,central_ac;gym;pool;study,24.48744,54.61151,2025-07-24,available,brokerage
LST-03641,Mussafah,Mussafah Commons,sale,studio,0,1,43,224000,5209,true,balcony;security_24h,24.35556,54.52036,2025-08-21,available,developer_direct
LST-03642,Al Raha Beach,Al Raha Beach Commons,sale,apartment,3,3,123,2101000,17081,false,balcony;built_in_wardrobes;maids_room;smart_home,24.46645,54.61761,2026-01-28,available,developer_direct
LST-03643,Al Raha Beach,Al Raha Beach Gardens,rent,apartment,3,4,65,57000,877,false,pool;security_24h;study,24.45548,54.59659,2025-07-20,under_offer,private_owner
LST-03644,Danet Abu Dhabi,Danet Abu Dhabi Heights,rent,villa,3,3,452,392000,867,false,beach_access;gym;kids_play_area;shared_garden;smart_home,24.44,54.37078,2025-06-11,let,brokerage
LST-03645,Al Bahia,Al Bahia Quarter,sale,villa,3,2,360,2783000,7731,true,balcony;built_in_wardrobes;covered_parking;ev_charger;shared_garden,24.56551,54.67066,2025-07-22,sold,brokerage
LST-03646,Al Reem Island,Al Reem Island Views,sale,villa,4,5,544,7729000,14208,false,balcony;built_in_wardrobes;covered_parking;ev_charger;gym;kids_play_area,24.47704,54.40478,2026-01-28,available,brokerage
LST-03647,Saadiyat Island,Saadiyat Island Square,rent,apartment,1,1,203,227000,1118,true,covered_parking;ev_charger;gym,24.53311,54.41264,2026-05-24,let,brokerage
LST-03648,Mohammed Bin Zayed City,Mohammed Bin Zayed City Heights,sale,townhouse,5,6,182,1504000,8264,true,gym;kids_play_area,24.33344,54.54584,2025-12-23,available,developer_direct
LST-03649,Al Maqta,Al Maqta Square,sale,townhouse,4,3,230,2503000,10883,true,balcony;beach_access;security_24h;shared_garden,24.38381,54.49882,2026-01-02,available,brokerage
LST-03650,Mussafah,Mussafah Commons,rent,penthouse,4,4,297,195000,657,false,covered_parking;gym;pool;security_24h,24.36359,54.51606,2025-09-29,available,brokerage
LST-03651,Corniche,Corniche Residences,sale,apartment,3,4,214,2665000,12453,true,gym;maids_room;shared_garden;smart_home;study,24.45402,54.32753,2026-03-11,available,brokerage
LST-03652,Mussafah,Mussafah Residences,sale,apartment,2,2,66,420000,6364,false,built_in_wardrobes;concierge;maids_room;study,24.35887,54.49108,2026-01-05,available,brokerage
LST-03653,Al Ghadeer,Al Ghadeer Heights,rent,villa,4,5,495,314000,634,true,built_in_wardrobes;central_ac;covered_parking;kids_play_area;pool;smart_home,24.29833,54.76101,2025-07-29,available,brokerage
